username,country,score,date_written,positive,negative,tags
Cristina,España,8.0,Escrito en 25 de agosto de 2025,Es cómodo y muy limpio.,"Para llegar con maletas andando, la zona está en cuesta. Pero el apartamento tiene ascensor y es cómodo.","['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Alberto,España,9.0,Escrito en 13 de agosto de 2025,"Limpio,bien aprovechado el espacio y bien ubicado",Al ser un estudio se quedaba un poco pequeño para dos personas y una mascota.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
M,España,8.0,Escrito en 20 de julio de 2025,"Tiene un par de supermercados alrededor, en pocos minutos a pie tienes el Mercado de la Ribera y el casco viejo, y también al otro lado el Bilbao Arena.",El sofá cama es horrible como sofá. Como cama no lo probamos. Está en el borde de una zona un poco regular con mucha inmigración.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 6 noches', '•Enviado por móvil']"
Isabel,España,7.0,Escrito en 14 de julio de 2025,"Apartamento limpio y cerca del centro,bien equipado","El sofá cama era horrible, imposible dormir en él. La localización es buena pero no el barrio en el q se encuentra. Vimos una pelea con barra de metal, gritos, vecinos tirando basura a la calle.....hay q tener cuidado por la zona","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 4 noches', '•Enviado por móvil']"
Marta,España,7.0,Escrito en 29 de junio de 2025,,El sofá-cama es un poco incómodo,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Alejandro,España,9.0,Escrito en 24 de junio de 2025,Todo correcto buena ubicación,Lo complicado de aparcar si vienes con coche,"['•Familia con niños pequeños', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
Francisca,España,7.0,Escrito en 11 de junio de 2025,Comodidad,No tenía platos para poder comer y las instalaciones estaban sucias.,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Pablo,Panamá,7.0,Escrito en 9 de junio de 2025,me gusto que hayan considerado los perritos que al final no los lleve.pero habian preparado todo,"el sofa cama muy malo, siendo 4 personas solo nos dejaron 2 capsulas de cafe","['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche']"
Almudena,España,8.0,Escrito en 22 de mayo de 2025,La limpieza y la ubicación,Las sartenes que tenían no eran aptas para la vitro y no pudimos cocinar,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches']"
Mónica,España,7.0,Escrito en 18 de mayo de 2025,"Limpieza del apartamento.
Habitaciones amplias y 2 baños",Ubicación y poco sitio para aparcar,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Marina,España,9.0,Escrito en 1 de mayo de 2025,"La limpieza 
La localización 
Los detalles de regalo
La gestión de check in y check out",Las almohadas,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Marina,España,7.0,Escrito en 30 de marzo de 2025,,"El sofá cama era MUY incomodo, y las camas no tanto pero tambien","['•Viaje de ocio', '•Grupo', '•Apartamento con terraza', '•Estancia de 2 noches', '•Enviado por móvil']"
José,España,8.0,Escrito en 17 de marzo de 2025,"Es un piso funcional para hacer turismo de ciudad y la entrada es autónoma.
Habitaciones cómodas pero el sofá cama no lo recomiendo",Sofá cama no lo recomiendo.,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Esmeralda,España,9.0,Escrito en 6 de marzo de 2025,"Apartamento cómodo, camas muy cómodas. Estaba todo limpio y está ubicado muy cerca del casco viejo.",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Natalia,Chile,9.0,Escrito en 18 de febrero de 2024,El facil acceso x check in online. La bienvenida con aguita y papitas y cafe. Lo funcional y bien completo con lavadora-secadora,Estaba en un sector un poco alejado del centro y a algunas cuadras del tren,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Esther,España,9.0,Escrito en 15 de febrero de 2024,La limpieza y la funcionalidad.,"El colchón por ser un sofá cama, se hundía un poco por el centro. Con respecto a la ubicación, no está mal pero mejor ir acompañado.","['•Viaje de ocio', '•Grupo de amigos', '•Estudio', '•Estancia de 3 noches', '•Enviado por móvil']"
Gemma,España,9.0,Escrito en 14 de febrero de 2024,"La ubicación del piso, la limpieza,",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 3 noches', '•Enviado por móvil']"
Martín,España,7.0,Escrito en 26 de enero de 2024,Es espacioso y limpio,"No está preparado para una tercera persona, el sillón cama  me ha dejado una lumbalgia ya que no es adecuado para dormir, parecía una hamaca, ni hay enchufes para la cafetera aunque ofrecen café de cortesía, no hay azúcar ni básicos en absoluto. De resto todo correcto, por favor no ofrezcan a una tercera persona este apartamento, dormir fue un sufrimiento.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Rebeca,España,7.0,Escrito en 14 de enero de 2024,"El personal genial, tuvieron un problema en el edificio y nos reubicaron con bastante rapidez y con las necesidades que solicitabamos. Volveremos seguro!",,"['•Pareja', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
Elba,España,9.0,Escrito en 13 de enero de 2024,"Muy acogedor, limpio, cálido.",En esta época de invierno creo que no necesitaba aire acondicionado.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Fuster,España,8.0,Escrito en 8 de enero de 2024,"La ubicación, la limpieza, la decoración y el detalle de bienvenida",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Anna,España,7.0,Escrito en 7 de enero de 2024,"Muy acojedor, facil de llegar, comodo el no llevar llave y llevarla en el movil. Atentos","El sofa cama muy incomodo, y pedimos que nos arreglaran la calefaccion i no vino nadie.
Ubicacion buena porque esta al lado del centro, pero la calle era el limite entre un barrio bien y un barrio muy xungo. Si ibas para la calle de atras, ningun problema, pero una calle abajo habia unos bares dedicados a prostitucion, calles muy dejadas...","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 4 noches', '•Enviado por móvil']"
Cristina,España,9.0,Escrito en 17 de diciembre de 2023,"Localización
Decoración 
No ruidos
Bien climatizado
Cuartos grandes",Sofa cama algo Incomodo,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Natalia,España,7.0,Escrito en 14 de diciembre de 2023,"Está cerca de la zona de bares, aunque en un barrio un poco complicado.. Las instalaciones y el detalle de bienvenida también estaban bien.","Aparcar es complicado. El colchón del sofá cama era blandito y fino, te tumbabas y tocabas el fondo.. Sin embargo, sin duda lo peor fue el personal de limpieza, concretamente una de ellas, no hubo educación ni respeto a la hora del check-out, sintiéndonos muy violentos al irnos de allí..","['•Viaje de ocio', '•Grupo de amigos', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Esther,España,9.0,Escrito en 13 de diciembre de 2023,Tenía todo aquello necesario para una estancia corta.,"La primera noche recibimos un correo electrónico del hotel a través de Booking en el que se nos pedía pagar mediante la compra de criptomonedas, cuando la reserva ya estaba pagada. Tuve que comprobarlo. ¡Cuidado!","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
Maria,España,8.0,Escrito en 11 de diciembre de 2023,"La limpieza, que tuviera dos baños, la comodidad y la cercanía al centro.",El sofá cama un poco incómodo y el barrio no parecía muy seguro aunque no tuvimos problemas,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 3 noches']"
Pamela,España,8.0,Escrito en 5 de diciembre de 2023,Que estaba limpio,Que no habían suficientes mantas para los 4 que éramos pero a pesar de este percance me puse en contacto con el propietario y me soluciono el problema asi que nada perfecto todo,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Guillem,España,9.0,Escrito en 5 de diciembre de 2023,"Apartaments muy moderno, buenas instalaciones, muy limpio","Por decir algo, el sofacama un poco incomodi. Marmara y alcachofa ducha deterioradas","['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Ly,España,7.0,Escrito en 2 de diciembre de 2023,Las habitaciones,"La ubicación, barrio raro 
El sofá estaba roto el relleno","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 3 noches', '•Enviado por móvil']"
Bea,España,8.0,Escrito en 2 de noviembre de 2023,Muy recomendable,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Adjelevi,España,9.0,Escrito en 29 de octubre de 2023,"Limpio, acogedor, tranquilidad y muy cómodo",Me gusto todo,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
Lizz,Panamá,8.0,Escrito en 15 de octubre de 2023,La decoración y el espacio,"No habían escobas para barrer ni suficientes utensilios de limpieza como para trapear los pisos, estuvimos 5 días y fuimos con un bebé de 2 años por lo que los pisos se ensuciaban mucho. Las tazas de café con muy pequeñas","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 4 noches', '•Enviado por móvil']"
Monte,España,8.0,Escrito en 13 de octubre de 2023,"El apartamento está muy bien las instalaciones , muy moderno y acogedor","La ubicación, el barrio es un poco peligroso , y me falto un recepcionista en la entrada .","['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Maria,España,7.0,Escrito en 1 de octubre de 2023,"Estaba limpio y buen tamaño para 4 personas. Pagamos mascota y tuvieron el detalle de dejarle premios, cuencos y cama.","Lo peor el sofá cama que  era incomodísimo.
El barrio tampoco me gustó mucho, difícil aparcar.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Jtr,España,8.0,Escrito en 1 de octubre de 2023,,La alcachofa de la ducha,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 3 noches', '•Enviado por móvil']"
Iker,España,9.0,Escrito en 13 de septiembre de 2023,La tecnología que tenia,El sofá cama y la ubicación,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Julio,España,7.0,Escrito en 28 de agosto de 2023,Apartamento nuevo y moderno. El sistema de llaves. La ubicación cercana al centro y zona de ocio.,"Aunque es un apartamento que se ofrece hasta para 6 personas, el espacio es muy reducido. El sofá cama y colchones no eran muy cómodos. La ubicación, aunque cercana al centro, es un barrio con pinta peligrosa.","['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 3 noches', '•Enviado por móvil']"
Mari,España,8.0,Escrito en 27 de agosto de 2023,Ampliar apartamentos para los 5.,No funcionaba el aire acondicionado y nos pillaron días de mucho calor,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Ignacio,España,7.0,Escrito en 20 de agosto de 2023,"Apartamento moderno, muy completo y cómodo",El ambiente del barrio por la noche no nos ha agradado,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches']"
Roc,España,10.0,Escrito en 24 de abril de 2025,Todo,"Ubicación, un poco complicado el barrio. Pasas el puente y ya estás en el centro","['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
Pedrovh97,España,10.0,Escrito en 17 de abril de 2025,"un piso muy amplio y nuevo, muy limpio cama cómodas, volveremos sin duda",la ubicación está cerca del centro pero la zona no es muy buena,"['•Viaje de ocio', '•Grupo', '•Apartamento con terraza', '•Estancia de 2 noches']"
Maria,España,10.0,Escrito en 18 de marzo de 2025,"Inmejorable, no puedo poner ninguna pega a nada.","Inmejorable, no puedo poner ninguna pega a nada.","['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche']"
Maria,España,10.0,Escrito en 18 de marzo de 2025,"Inmejorable, no puedo poner ninguna pega a nada.","Inmejorable, no puedo poner ninguna pega a nada.","['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche']"
Déborah,España,10.0,Escrito en 8 de marzo de 2025,"Calidad-precio muy bien.
Mobiliario y estancia muy buena, limpieza óptima, comodidad excelente y todo tipo de servicios en el alojamiento. 
Cercano a bares, supermercados, parques...","Lo más complicado fue aparcar, hay un parking grande cercano pero muy concurrido.","['•Viaje de ocio', '•Pareja', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Alberto,España,10.0,Escrito en 26 de febrero de 2025,"Apartamento muy limpio y completo. Baños,dormitorios,etc, todo fenomenal. Está cerca del casco viejo.
Muy buenos detalles para nuestra perra. Muy cerca hay un parque para sacarla.",Lo más problemático es el aparcamiento.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
Ines,España,10.0,Escrito en 11 de febrero de 2025,"El apartamento está muy bien situado, es super fácil acceder a él y muy cómodo.","Estuvimos muy a gusto pero el precio por mascota es excesivo, pagan prácticamente como las personas (20€)","['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
Gabriel,España,4.0,Escrito en 21 de enero de 2025,,La ubicación del apartamento,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 4 noches', '•Enviado por móvil']"
Duplat,España,10.0,Escrito en 8 de enero de 2025,"Muy limpio, detalles cuidados, moderno hermoso",No hubo ningún problema,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Marian,España,5.0,Escrito en 27 de diciembre de 2024,"Dos baños con ducha, en buen estado aunque una mampara no cierra del todo.","Ubicación cerca del centro pero en una zona un poco marginal. 
Escasez de utensilios de cocina.
Había una cucaracha en la habitación.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 3 noches', '•Enviado por móvil']"
García,España,10.0,Escrito en 17 de diciembre de 2024,"La comodidad (dos baños), la limpieza, la ubicación cerca del casco viejo",Nos dejaron un paquete de bienvenida con cosas para 2 personas y eramos 4,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Fidel,España,3.0,Escrito en 8 de diciembre de 2024,"Está céntrico pudiendo caminar a cualquier lado desde allí, para grupos no está mal.","El apartamento estaba viejo, tuvimos un problema toda la estancia con la puerta del apartamento que no abría, y había que llamar todas las veces a un número, que no siempre contestaba rápido. Decían que lo iban a arreglar cada día y nunca lo hicieron.","['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 3 noches', '•Enviado por móvil']"
Dahiana,Reino Unido,10.0,Escrito en 2 de diciembre de 2024,Exelente me dejo sin palabras! Te dejan un kit de agua patatas wau super limpio,,"['•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Javier,España,1.0,Escrito en 29 de octubre de 2024,,Un sofá cama en donde es imposible dormir,"['•Viaje de negocios', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Buttervoth,España,10.0,Escrito en 13 de octubre de 2024,Que estaba todo cerca,No encuentro nada que no me haga gustado,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Antonia,España,4.0,Escrito en 11 de octubre de 2024,Ubicación barrio regular,La limpieza pesima,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 3 noches', '•Enviado por móvil']"
Vanesa,España,1.0,Escrito en 2 de octubre de 2024,pues estaba bihnlo malo k tenía er. el sofá. cama. k nos clavamos. los hierros. y. además son poder descansar pork los hierros k se nos llevaban,la cama. y la ubicación,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 3 noches', '•Enviado por móvil']"
De,España,3.0,Escrito en 30 de septiembre de 2024,,"El sofá cama era incomodísimo, imposible el descanso","['•Viaje de negocios', '•Pareja', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
Rosa,España,2.0,Escrito en 22 de septiembre de 2024,"En general nada, o únicamente que la finca no es antigua.","Mal ventilado, olía a inquilinos anteriores pese a hacer el chekin a las 15… no funcionaba el aire acondicionado y la solución fue que nos llamasen para venir a repararlo. Después de 3 días y dos noches nos hemos ido y sigue sin funcionar. Creo que si vamos de vacaciones, las reparaciones deberían hacerla entre cliente y cliente y no pretender que perdamos el tiempo los demás. Cobran hasta por entrar antes o salir más tarde pero no bonifican los contratiempos como el mencionado. El apartamento es un sofá cama con un colchón más fino que la almohada… nos llevamos tatuados los hierros del sofá. El barrio de lo peor que nos aconsejaban, nos equivocamos al reservarlo, una pena todo.","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
Rodriguez,España,6.0,Escrito en 18 de septiembre de 2024,La facilidad para el check in y las llaves,"No estaba limpia la habitaicon principal, un sobre de preservativo esta aun presenteny muchos defectos de desgaste en el apartamento, desde daños en la mesa de comer cocina y en ambos baños, me reconocieron 10% de la estancia pero estaba con niños y no me parece presentable para la ocasión. Creo que deben revisar los defectos para garantizar una estancia agradable sin inconvenientes","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 3 noches', '•Enviado por móvil']"
Lara,España,5.0,Escrito en 17 de septiembre de 2024,"Pues la ubicación está bastante bien y el sistema de check in con código se hace muy fácil, las camas también son cómodas.","El barrio inquietante no, lo siguiente, presencia policial constante. Como dicen en otros comentarios usar escaleras de la derecha.
El piso en sí, así asa... se agradece la caja de bienvenida con cápsula de café y agua pero dejaron una (traen 2 capsulas y 2 aguas) y éramos 6 (osea el resto ya se queda sin café haha), el picaporte del baño común esta suelto y del baño sale un olor terrible, aparte de las toallas para los huespedes (peq +grande) podrian dejar tambien toallas para las manos sin tener que usar una pequeña de alguno de los huesped. En el espacio abierto cocina comedor había 5 sillas para la mesa y estaba todo lleno de moscas pequeñas de la comida, ademas, las sartenes están en muy mal estado.
Creo que por la zona en la que está situado es una buena opción aunque el ambiente externo no sea del todo ""comodo"" pero para ello creo que deberían esforzarse más en las comodidades del interior.","['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
Tamara,España,4.0,Escrito en 6 de septiembre de 2024,Camas comodas,"Menaje cocina muy sucio, muchos mosquitos y moscas, sin toallas suficientes para todos, ubicación pésima (barrio marginal)","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
Ghalli,España,2.0,Escrito en 5 de septiembre de 2024,Nada,"La ubicación es pésima en una de las peores zonas de Bilbao,el sofá cama incómodisimo,las ollas estaban sucias tenían arroz seco,la lavadora ni siquiera estaba enchufada y el cable no llegaba al enchufe,no cambiaron las toallas dos días con las mismas toallas y sábanas","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
Jorge,España,6.0,Escrito en 30 de agosto de 2024,"En general todo se veía bastante moderno, con varios electrodomésticos y bastante bien insonorizado del exterior. Buena potencia de aire acondicionado. Hay un supermercado justo delante del edificio.","No hay cama, solo sofá -cama muy incómodo (chirría, te hundes hacia el centro de la cama, mucha facilidad para chocar con los metales que conforman el sofá. Tampoco había escoba. Barrio muy sucio aunque rápidamente llegas al centro.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 5 noches', '•Enviado por móvil']"
Teresa,España,2.0,Escrito en 25 de agosto de 2024,"Parece limpio y amplio pero cuando hay 6 personas ahí viviendo, te quedas sin espacio vital para poder pasar un rato agradable.","La ubicación es la peor zona, no está especificado y creo que es importante. Éramos un grupo de chicas y no se puede andar después del anochecer solas por ahí. La puerta está sucísima. Había una pila de toallas y ropa interior a escasos metros de la calle.","['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
Javi,España,3.0,Escrito en 3 de septiembre de 2023,,"Hice una reserva para 1 apartamento de una habitación,,, cuando llegamos allí nos dieron un estudio con un sofa cama sucio e incomodo.  Nuestro viaje era para pasar mi cumpleaños en Bilbao pero ya de entrada con esto me lo amargaron y no me dieron ninguna solución.","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 4 noches', '•Enviado por móvil']"
Marcopolo,España,4.0,Escrito en 26 de agosto de 2023,,"La limpieza debería ser diaria. No lo sabía.Creí reservar un apartamento con una habitación, y fuer sólo un sofá cama.Tuve que llamar varias veces pq los vecinos pegaban gritos al hablar, y había más de 6 personas","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 4 noches', '•Enviado por móvil']"
Cristina,España,10.0,Escrito en 27 de julio de 2023,"Era muy bonito, moderno y tecnológico, teníamos una terraza privada, nos encantó la usabilidad del espacio.",La ubicación.,"['•Viaje de negocios', '•Pareja', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Elena,España,10.0,Escrito en 24 de julio de 2023,Muy buen apartamento y check in y check out comodísimo. Muy atentos a las necesidades de los viajeros.,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Jose,España,4.0,Escrito en 11 de julio de 2023,"la ubicación horrible, me intentaron atracar 2 veces y hay muy mal ambiente",,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 4 noches', '•Enviado por móvil']"
Victoria,España,1.0,Escrito en 5 de julio de 2023,,La cama es tremendamente incomoda,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
Maria,España,6.0,Escrito en 2 de julio de 2023,Me gustó que estaba todo muy limpio y unas instalaciones nuevas,Viajábamos en grupo y había un sofá-cama para dos de los viajeros y era incómodo,"['•Viaje de ocio', '•Grupo', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
Elflioui,España,10.0,Escrito en 26 de junio de 2023,,"El personal por el móvil 📵 muy mal 
Quiero mi dinero ya","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Christian,España,2.0,Escrito en 26 de junio de 2023,,"El piso está ubicado en una zona muy peligrosa. 
La policía nos paró de vuelta a casa por la noche para advertirnos de ello.
Varias personas también lo hicieron.
En las calles de la zona había personas de dudosa reputación que te perseguían.
Además, el sofá cama es extremadamente incómodo y el piso muy pequeño.
El checkout era a las 11, pagamos 15€ más para ampliarlo hasta las 2, y entró hasta en 2 ocasiones el personal de limpieza a las 12...
El aire acondicionado tampoco funciona correctamente.
No lo recomendamos.","['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
Javiera,España,10.0,Escrito en 19 de junio de 2023,Todo muy limpio y cómodo.,"El apartamento estaba un poco caluroso y el aire acondicionado no refrescaba mucho.
El parking está lejos del piso y el acceso no es directo.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Jon,España,10.0,Escrito en 13 de junio de 2023,Las facilidades que tenia,La cama al ser sofá cama no es del todo cómoda,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
